customer_id,market,age,tenure_months,device_price_usd,deposit_paid_usd,loan_amount_usd,monthly_income_proxy,data_usage_gb,mobile_money_txn_count,days_past_due,repayment_status,risk_segment,deposit_ratio,loan_to_income_ratio,high_risk_flag,default_flag
596a2397-5bd5-4cbd-9740-4f330cd37cf2,DRC,31,36,752,60,692,1672,40.21,77,18,Current,Low,0.0797872340425532,0.4138755980861244,0,0
b35e351f-ba2e-4385-b1fb-a23caca7333e,Mozambique,40,10,1122,70,1052,2871,28.29,26,2,Current,Low,0.062388591800356503,0.3664228491814699,0,0
c99d0c44-5c31-4dd0-ab23-a25f2722a5e9,Kenya,24,5,960,237,723,1982,37.54,136,6,Current,Low,0.246875,0.3647830474268416,0,0
b6e8321e-f42f-4b32-8519-fc0283489b17,DRC,56,67,1001,435,566,1963,48.71,61,15,Current,Low,0.43456543456543456,0.28833418237391745,0,0
1ffd2732-2ef1-4b8b-9021-b469906c1ef6,Tanzania,40,44,303,46,257,2141,9.51,198,19,Current,Low,0.15181518151815182,0.1200373657169547,0,0
3ca6c92d-8ed3-4293-9279-421edd9d585a,Lesotho,64,89,904,107,797,380,0.73,79,0,Current,Low,0.11836283185840708,2.0973684210526318,0,0
ca627568-ff29-4e77-bb7e-f6b83dda9192,DRC,52,116,410,116,294,2260,20.14,67,22,Current,Low,0.28292682926829266,0.13008849557522123,0,0
ed85b624-3252-4e21-9748-6be774e9f336,Egypt,58,26,942,455,487,2911,17.88,0,12,Current,Low,0.4830148619957537,0.16729646169701134,0,0
0dd8b5c9-fb58-4f2f-9e82-73ece121f5f0,DRC,28,16,317,104,213,776,26.73,68,9,Current,Low,0.3280757097791798,0.27448453608247425,0,0
5d69962f-6893-417e-8580-f4c818d036d0,Tanzania,49,88,920,187,733,1580,21.35,182,40,Late,Medium,0.20326086956521738,0.46392405063291137,0,0
9d44c40a-8f37-4928-8957-c2c62f498a8b,Kenya,41,117,418,33,385,1809,32.21,176,6,Current,Low,0.07894736842105263,0.21282476506357104,0,0
63fb1e89-aed5-4002-8bc0-22567060f5cd,Lesotho,29,65,1181,473,708,2906,7.08,198,32,Late,Medium,0.4005080440304826,0.24363386097728837,0,0
4fd93027-9d6a-4541-a3b1-98832ff77385,Lesotho,30,91,1141,431,710,293,5.81,45,43,Late,Medium,0.37773882559158634,2.42320819112628,0,0
3cbe966e-4b8a-406e-95a2-88a466b27800,Kenya,43,45,198,68,130,2680,44.85,3,31,Late,Medium,0.3434343434343434,0.048507462686567165,0,0
9aba0c0a-e02d-472a-b7db-cd35a369a537,Kenya,43,94,701,290,411,2433,20.6,97,11,Current,Low,0.4136947218259629,0.16892725030826142,0,0
558d24a4-5142-4453-a703-321fc3a92810,Egypt,45,101,206,54,152,632,29.5,196,36,Late,Medium,0.2621359223300971,0.24050632911392406,0,0
27bf0679-99ad-4080-8080-8654dedde369,Egypt,41,110,722,14,708,2354,27.45,185,28,Current,Low,0.019390581717451522,0.3007646559048428,0,0
f36c0757-5019-45e9-b45e-b553490b168e,South Africa,55,102,201,50,151,2657,47.01,163,0,Current,Low,0.24875621890547264,0.05683101242002258,0,0
0816b672-f5d5-474c-a5a9-3eb11a724b9e,South Africa,44,51,1090,422,668,1222,19.56,116,17,Current,Low,0.3871559633027523,0.546644844517185,0,0
cf89d322-dc86-4079-9910-916732825857,Tanzania,37,64,321,9,312,1548,29.59,58,0,Current,Low,0.028037383177570093,0.20155038759689922,0,0
6c68221a-0a77-414e-9faa-efb75b5a61e1,Mozambique,33,7,382,76,306,309,46.01,63,0,Current,Low,0.19895287958115182,0.9902912621359223,0,0
4b224d8a-efb3-4bb9-bc35-18c0c7af1282,Ethiopia,38,22,932,143,789,832,16.25,115,0,Current,Low,0.15343347639484978,0.9483173076923077,0,0
68ec8ccc-6ba4-4d9a-bf8b-fa5af1e1a7a8,Tanzania,47,33,345,128,217,1082,45.23,43,4,Current,Low,0.3710144927536232,0.20055452865064696,0,0
6cddea09-b02c-4500-a1ef-db6ab04d8189,South Africa,48,111,710,62,648,1084,10.95,94,20,Current,Low,0.08732394366197183,0.5977859778597786,0,0
b10e4466-1474-4cd7-a265-e9b945148310,Ethiopia,37,85,1057,124,933,2612,46.33,168,18,Current,Low,0.1173131504257332,0.35719754977029095,0,0
66920d3d-65db-4091-9fe3-b61e4cdd76a4,DRC,33,84,747,134,613,1851,39.1,119,26,Current,Low,0.17938420348058903,0.331172339276067,0,0
b975e031-52ca-4e1c-b23a-244519236597,Lesotho,32,98,1020,370,650,1797,11.76,11,24,Current,Low,0.3627450980392157,0.3617139677239844,0,0
123bfa39-156f-4d41-815a-3c192744dc6c,DRC,27,83,375,58,317,1535,18.7,155,0,Current,Low,0.15466666666666667,0.206514657980456,0,0
ed757af9-b01c-4fb7-b4f3-e0dfb197f6cd,Lesotho,20,22,587,78,509,553,46.37,167,34,Late,Medium,0.13287904599659284,0.9204339963833634,0,0
cbce95f7-cfe6-46d3-9d08-a58b3c40e7c7,Egypt,34,25,527,258,269,1418,33.63,159,26,Current,Low,0.48956356736242884,0.18970380818053598,0,0
7ed8a2ef-7abd-49fc-93af-3d31bd980ab9,South Africa,23,99,945,227,718,889,7.68,102,0,Current,Low,0.2402116402116402,0.8076490438695163,0,0
1273fa36-8f15-4d2a-b90c-3289081d2ea5,Mozambique,55,93,424,122,302,2746,20.48,132,0,Current,Low,0.28773584905660377,0.1099781500364166,0,0
fb2db5f2-5c40-4a25-8847-fcf4a32d559b,Ethiopia,41,49,322,79,243,402,39.81,27,1,Current,Low,0.2453416149068323,0.6044776119402985,0,0
45051947-e8aa-4b2b-9276-d0c264bbb316,South Africa,46,96,927,104,823,1082,15.39,51,34,Late,Medium,0.1121898597626753,0.7606284658040665,0,0
713c92a8-30c1-4bb3-8f33-303022d265af,South Africa,21,60,530,240,290,412,2.97,83,37,Late,Medium,0.4528301886792453,0.7038834951456311,0,0
a608f385-d4e5-4c06-a8e5-d4cdbc08d076,Mozambique,62,6,697,228,469,1874,46.07,142,32,Late,Medium,0.32711621233859395,0.2502668089647812,0,0
44a82ccc-e57c-4885-bf97-d48aebc2c0cd,Tanzania,36,27,903,2,901,1438,48.73,135,13,Current,Low,0.0022148394241417496,0.6265646731571627,0,0
d2b90f6c-e9d0-4dd6-80c2-5932df012b1a,Egypt,20,19,454,1,453,1140,18.34,86,8,Current,Low,0.0022026431718061676,0.3973684210526316,0,0
e9cb36d4-815c-41d3-9247-284a770545a2,Ethiopia,28,70,1140,513,627,1896,48.9,4,22,Current,Low,0.45,0.33069620253164556,0,0
4b104e3b-eba3-4403-8764-e16a2e0bbe5d,Tanzania,20,41,1089,370,719,1261,8.17,111,29,Current,Low,0.3397612488521579,0.5701823949246629,0,0
0301468d-f06b-48cb-b6f6-731cca458a50,South Africa,28,93,1131,543,588,1614,27.62,25,0,Current,Low,0.48010610079575594,0.3643122676579926,0,0
31b5284e-66ec-4cd8-a3c7-a2bbbbca733e,Ethiopia,34,24,168,12,156,1409,37.07,179,56,Late,Medium,0.07142857142857142,0.11071682044002838,0,0
edd1d7b7-27a8-4383-9ed0-0f56a19b0ee3,Kenya,55,19,255,101,154,418,39.42,134,18,Current,Low,0.396078431372549,0.3684210526315789,0,0
d92bc7e5-8c9d-47fd-bf9a-d6b67015331c,DRC,62,68,230,44,186,1277,38.82,78,25,Current,Low,0.19130434782608696,0.1456538762725137,0,0
85d28317-5495-4783-a858-a29ca1b7a1e3,Egypt,35,32,1037,433,604,322,5.59,198,10,Current,Low,0.4175506268081003,1.875776397515528,0,0
104941a2-eec5-4ab0-b70c-1e56b4bcc149,Mozambique,34,10,574,181,393,1553,4.37,11,34,Late,Medium,0.3153310104529617,0.253058596265293,0,0
a2ee12ad-58f7-4e72-999c-57b8717bb83e,South Africa,33,16,239,63,176,306,29.34,104,23,Current,Low,0.26359832635983266,0.5751633986928104,0,0
d603dcd9-c2be-413a-85e7-6c3c350a1482,Kenya,31,81,495,12,483,2877,38.58,68,49,Late,Medium,0.024242424242424242,0.1678832116788321,0,0
d53ad69f-de52-47b6-90cf-8dbc50233c79,South Africa,22,14,667,20,647,2278,46.21,129,12,Current,Low,0.029985007496251874,0.2840210711150132,0,0
f8262de4-2c72-4eb7-ab4b-5cf1abd05bea,Tanzania,56,56,239,54,185,2611,14.96,24,16,Current,Low,0.22594142259414227,0.07085407889697434,0,0
58cd729f-93f8-49a1-bb52-e955a7f55151,Kenya,49,86,793,86,707,2985,29.97,136,0,Current,Low,0.10844892812105927,0.23685092127303184,0,0
6a7a0a09-aa4d-4c85-b7b6-cf60590591e7,Ethiopia,25,30,1089,252,837,1615,36.93,138,23,Current,Low,0.23140495867768596,0.518266253869969,0,0
8daeaa2b-3dfd-4d15-99ad-0ed0c356aad0,Ethiopia,29,50,910,397,513,1864,47.08,149,36,Late,Medium,0.43626373626373627,0.2752145922746781,0,0
08b86697-3439-4791-b8ae-deeb9e17013e,DRC,38,1,151,12,139,160,11.15,101,0,Current,Low,0.07947019867549669,0.86875,0,0
39814e1d-213e-4dc0-acd1-af31028194eb,DRC,53,116,620,240,380,109,31.0,79,10,Current,Low,0.3870967741935484,3.4862385321100917,0,0
e4ba79e8-8a1d-4d7d-88c7-9b28c101389a,Ethiopia,60,7,1141,382,759,1520,42.46,46,40,Late,Medium,0.3347940403155127,0.4993421052631579,0,0
7fe5375f-af11-4cef-8f73-95b64e410ea8,DRC,43,94,701,243,458,2949,16.62,1,50,Late,Medium,0.3466476462196862,0.15530688368938622,0,0
f21a843b-3816-4031-8fdc-a2ae699ed5a0,South Africa,56,77,716,286,430,927,29.88,109,0,Current,Low,0.3994413407821229,0.4638619201725998,0,0
84fdf8c9-da7e-4e97-8788-e6eed5cc5cea,Kenya,18,33,357,99,258,475,23.29,85,0,Current,Low,0.2773109243697479,0.5431578947368421,0,0
e95f52db-060a-4986-a119-dd06fb7e639d,Egypt,64,64,689,133,556,709,13.57,18,4,Current,Low,0.193033381712627,0.7842031029619182,0,0
72eb623b-2e4d-4844-8f6a-0bd1444a7783,Tanzania,62,81,363,161,202,515,13.2,200,31,Late,Medium,0.44352617079889806,0.39223300970873787,0,0
87636355-3895-4e2d-a7a5-0e4982607d20,DRC,56,76,268,2,266,1748,9.53,92,20,Current,Low,0.007462686567164179,0.15217391304347827,0,0
ed5c8e91-b00a-44a3-8466-f47ea585bf21,Lesotho,61,59,587,101,486,2166,20.75,18,30,Current,Low,0.17206132879045996,0.22437673130193905,0,0
365f8466-4e66-4f69-bf7e-bb64229d6d91,Tanzania,26,25,273,14,259,2027,3.05,26,25,Current,Low,0.05128205128205128,0.12777503700049334,0,0
ac0e5038-3c99-4c65-af51-c3c8e0af5f52,Lesotho,65,119,1013,154,859,2754,6.97,59,4,Current,Low,0.15202369200394866,0.31190994916485115,0,0
48fe6acc-1bf8-44f0-8f15-02761dfab646,Mozambique,59,111,307,23,284,1117,26.91,63,21,Current,Low,0.0749185667752443,0.25425246195165624,0,0
8fcbea69-34da-47b8-bc51-4484d9a5e1f4,Ethiopia,59,85,945,354,591,2343,26.36,78,27,Current,Low,0.3746031746031746,0.25224071702944945,0,0
77f1a408-1a06-412c-9ccc-ade92d9ffd40,Kenya,27,6,853,426,427,2961,26.93,127,7,Current,Low,0.49941383352872215,0.14420803782505912,0,0
8bedfcf1-fc74-4000-83e4-8e4f304ac939,DRC,33,2,1177,327,850,1986,26.14,55,12,Current,Low,0.2778249787595582,0.42799597180261834,0,0
9d480d6f-a461-4a0f-b5ff-ffb46d083e79,Mozambique,32,74,544,159,385,2790,32.42,165,8,Current,Low,0.2922794117647059,0.13799283154121864,0,0
ec85d0bb-2392-4102-9227-dec2707f1100,Egypt,48,71,1075,397,678,1388,18.47,139,36,Late,Medium,0.36930232558139536,0.4884726224783862,0,0
bbed2700-fc92-4f49-9ed3-ee3a22344dbb,Egypt,42,70,72,6,66,1416,11.23,92,39,Late,Medium,0.08333333333333333,0.046610169491525424,0,0
9a08bd77-4f41-46cd-926a-ab1b0b769adb,Egypt,35,99,176,34,142,1327,16.66,75,38,Late,Medium,0.19318181818181818,0.10700828937452901,0,0
16329275-cde1-47e9-8c84-143996b155c0,South Africa,65,116,624,233,391,2299,16.64,184,16,Current,Low,0.3733974358974359,0.17007394519356242,0,0
1cf746b6-51c6-4b90-b7d9-f0399dea82c3,Lesotho,64,73,619,221,398,392,36.08,63,0,Current,Low,0.3570274636510501,1.0153061224489797,0,0
2209339d-d7b2-4f19-b4ae-a8c97c94d5b1,Egypt,21,24,1061,275,786,1929,30.42,91,20,Current,Low,0.25918944392082943,0.40746500777604977,0,0
b6d51d74-3e71-40fa-beeb-fd9a52f8048a,DRC,35,31,1176,107,1069,776,18.7,186,7,Current,Low,0.09098639455782313,1.3775773195876289,0,0
aa89fcfa-113d-494b-bcf3-713567c345b1,Tanzania,55,4,516,10,506,526,14.21,135,0,Current,Low,0.01937984496124031,0.9619771863117871,0,0
322055ba-dcc4-4155-916e-98b4a801ef86,DRC,28,30,221,21,200,1408,39.85,62,0,Current,Low,0.09502262443438914,0.14204545454545456,0,0
0d2a4cd0-0205-4855-90e6-d50aee3e4391,Mozambique,60,80,145,7,138,1191,14.9,111,20,Current,Low,0.04827586206896552,0.11586901763224182,0,0
29e6b8e1-74d3-4b38-b892-b9a412fdf886,Kenya,44,4,1047,225,822,1982,48.31,85,32,Late,Medium,0.2148997134670487,0.4147325933400605,0,0
c49874c6-7c44-413d-871e-6b34fd1ff108,DRC,46,4,185,3,182,1682,19.99,79,16,Current,Low,0.016216216216216217,0.10820451843043995,0,0
11f4178a-0fe1-49bb-9fac-570ad5fee576,Egypt,45,109,214,82,132,218,18.84,70,39,Late,Medium,0.38317757009345793,0.6055045871559633,0,0
72fb89a1-f26d-44b4-a359-baa8d7aeb2a2,Ethiopia,32,65,62,17,45,2176,27.53,183,19,Current,Low,0.27419354838709675,0.02068014705882353,0,0
201a36e5-a7cf-4ba8-8af8-3701b4ed6f7c,Ethiopia,34,90,1190,414,776,2878,9.07,108,3,Current,Low,0.34789915966386553,0.2696316886726894,0,0
ed09768e-c00b-4921-8eb6-c3a35edffd94,Kenya,49,78,300,150,150,2902,32.16,30,16,Current,Low,0.5,0.051688490696071676,0,0
35f7e80e-f51c-4117-a4a8-fdf4ea91979e,Tanzania,24,100,802,206,596,2067,17.54,99,18,Current,Low,0.256857855361596,0.2883405902273827,0,0
3a43ced0-be1a-404d-8652-78d904327168,DRC,31,3,702,270,432,1122,18.81,147,18,Current,Low,0.38461538461538464,0.3850267379679144,0,0
add740e2-ae4b-406d-9050-74e0cd140446,Kenya,48,48,375,117,258,445,44.01,68,2,Current,Low,0.312,0.5797752808988764,0,0
fb1d5b04-d744-4df6-8e55-a669a198a38d,Mozambique,49,18,1100,416,684,1537,20.81,25,35,Late,Medium,0.3781818181818182,0.4450227716330514,0,0
214b9995-d445-442c-88ab-7004edfaeed0,Tanzania,32,97,962,173,789,1296,3.47,9,3,Current,Low,0.17983367983367984,0.6087962962962963,0,0
5b0ba65f-c973-4be8-9b15-fc51f9d75f15,Egypt,55,110,249,112,137,966,36.15,35,22,Current,Low,0.4497991967871486,0.14182194616977226,0,0
2237c55a-be6a-4aa7-a593-0b519272dd37,DRC,32,66,954,186,768,814,35.83,4,40,Late,Medium,0.1949685534591195,0.9434889434889435,0,0
f463ffd8-2225-4988-99bc-7d602c53791c,Kenya,53,5,252,47,205,2132,21.01,123,18,Current,Low,0.1865079365079365,0.09615384615384616,0,0
93b9b238-a54c-434f-a7f6-ec4bf250b486,South Africa,28,63,1099,354,745,2303,48.24,84,10,Current,Low,0.3221110100090992,0.3234910985670864,0,0
d56d2ed2-4ddf-40af-a942-7ab98f5e43f1,Kenya,19,105,405,74,331,2691,1.97,43,50,Late,Medium,0.18271604938271604,0.12300260126347083,0,0
19c14265-8835-47be-9413-aa04ca8a2d04,South Africa,54,73,343,156,187,2580,30.0,180,24,Current,Low,0.45481049562682213,0.07248062015503876,0,0
9942f2fe-dfe5-4667-ba1e-15a698d82957,Tanzania,24,57,370,110,260,386,3.07,149,8,Current,Low,0.2972972972972973,0.6735751295336787,0,0
42a0889c-4e36-4c4b-8b9e-f633a4b98fec,Ethiopia,53,70,252,112,140,2038,15.45,168,22,Current,Low,0.4444444444444444,0.06869479882237488,0,0
5fd71935-d6bb-411e-965f-533a76c8682b,DRC,55,79,845,227,618,1511,13.81,60,20,Current,Low,0.2686390532544379,0.40900066181336864,0,0
eff1c86c-4789-41b1-a3ea-8d39b167fd68,Mozambique,33,65,351,125,226,2539,31.38,8,17,Current,Low,0.3561253561253561,0.08901142181961402,0,0
8d63079c-74d3-4f4c-9349-0d3bcc0566fb,Kenya,24,81,221,43,178,313,30.42,192,3,Current,Low,0.19457013574660634,0.5686900958466453,0,0
d39dadd7-15fc-4ece-9b90-d2966be75536,Ethiopia,52,82,1056,411,645,856,40.95,173,4,Current,Low,0.38920454545454547,0.7535046728971962,0,0
4068c2d7-333b-42b3-bd06-8a2df482f525,Lesotho,48,63,554,2,552,594,34.19,100,17,Current,Low,0.0036101083032490976,0.9292929292929293,0,0
56525804-a33d-413a-bdb8-a50fde4e0139,Mozambique,33,107,123,20,103,2565,34.38,8,22,Current,Low,0.16260162601626016,0.04015594541910331,0,0
7614ab5f-07f2-4f20-bbab-3b255e7adaed,Lesotho,62,1,66,23,43,1913,34.46,136,1,Current,Low,0.3484848484848485,0.02247778358599059,0,0
1e3e29a2-9b9c-451b-adb6-dff6ee32cea6,Egypt,52,11,738,40,698,657,28.24,76,21,Current,Low,0.05420054200542006,1.0624048706240488,0,0
13860b49-07a3-4c95-a32f-7fff1efcad2f,Mozambique,57,23,441,7,434,1202,29.98,14,40,Late,Medium,0.015873015873015872,0.3610648918469218,0,0
7c931a12-7c64-4fd3-888c-20e0e630f718,Kenya,49,101,959,181,778,2636,25.81,194,16,Current,Low,0.18873826903023982,0.295144157814871,0,0
9a4f41ba-916a-404d-af13-816822d11c7f,Tanzania,19,24,580,247,333,498,49.94,131,0,Current,Low,0.42586206896551726,0.6686746987951807,0,0
3653471e-f478-4a67-8e2e-4848f71d5696,DRC,43,19,685,104,581,580,39.26,16,34,Late,Medium,0.15182481751824817,1.0017241379310344,0,0
cc992fa0-b763-4b77-a114-804b4d82ced5,Tanzania,58,108,1097,138,959,1556,25.55,132,24,Current,Low,0.12579762989972654,0.6163239074550129,0,0
d68442a9-9002-440b-91dc-28ecaf634a4c,Lesotho,42,53,147,23,124,1458,9.77,140,0,Current,Low,0.1564625850340136,0.0850480109739369,0,0
ff171ad3-aa53-4c33-ac8d-907dbe57fc07,Lesotho,60,60,908,381,527,255,14.93,94,6,Current,Low,0.4196035242290749,2.066666666666667,0,0
de19ff06-3680-47dd-b242-569c5e005007,Ethiopia,42,68,749,131,618,1147,39.19,65,36,Late,Medium,0.17489986648865152,0.5387968613775065,0,0
b9818d45-2c28-4b0a-8877-47af1a506a0f,DRC,53,3,824,207,617,227,32.69,139,6,Current,Low,0.2512135922330097,2.7180616740088106,0,0
95eb679e-24a1-4f93-869b-a71748fa98f0,Mozambique,65,29,1017,370,647,573,25.41,82,4,Current,Low,0.3638151425762045,1.1291448516579408,0,0
4ab65245-f095-4259-84c2-7be3b13b6d49,Mozambique,46,61,577,31,546,756,33.23,76,28,Current,Low,0.053726169844020795,0.7222222222222222,0,0
03473163-bc6d-417e-b695-7859ef3c71f4,Lesotho,27,28,493,217,276,2719,18.98,74,9,Current,Low,0.44016227180527384,0.10150790731886723,0,0
73131acc-e09a-4746-bc0d-f06c9bd947c7,South Africa,30,115,988,194,794,2805,42.86,177,18,Current,Low,0.19635627530364372,0.28306595365418896,0,0
022f92b4-3440-4fa6-8b59-ef4699028e88,Lesotho,24,45,931,439,492,1599,43.48,198,0,Current,Low,0.4715359828141783,0.3076923076923077,0,0
31105330-a597-48fe-a571-2b7adc19b472,Ethiopia,59,82,179,48,131,2476,14.4,36,0,Current,Low,0.2681564245810056,0.05290791599353797,0,0
9035dd83-f05e-409b-9422-0a4f6a7319bb,Egypt,21,49,115,23,92,1000,39.69,127,14,Current,Low,0.2,0.092,0,0
2fbf606e-a061-41b4-baa5-eeafedfb8c39,DRC,53,117,1193,20,1173,1579,4.6,195,17,Current,Low,0.016764459346186086,0.7428752374920836,0,0
37c2aab3-f973-45bf-8eee-a9080ada5024,Lesotho,25,112,372,119,253,1543,17.92,161,41,Late,Medium,0.31989247311827956,0.16396629941672067,0,0
0f6f16fd-2edb-41d1-8ee2-450fb79bd84f,South Africa,19,8,421,22,399,1703,20.04,26,0,Current,Low,0.052256532066508314,0.23429242513211979,0,0
87ab7fda-31a3-498d-921d-1348a7f30d3d,Mozambique,24,15,147,69,78,2120,26.35,117,9,Current,Low,0.46938775510204084,0.03679245283018868,0,0
ac3bfe74-2a38-4865-9f92-f93d4f87e17b,Mozambique,43,50,584,275,309,1919,11.15,159,16,Current,Low,0.4708904109589041,0.16102136529442418,0,0
4e0254be-6f66-435f-b18d-d4ed751c5bd3,Lesotho,24,64,63,2,61,2433,34.53,97,0,Current,Low,0.031746031746031744,0.02507192766132347,0,0
f0723d2c-ca6f-4cf1-9754-96aa0478a955,South Africa,30,106,486,172,314,2712,8.29,105,7,Current,Low,0.35390946502057613,0.11578171091445427,0,0
e5671090-27a4-4257-a500-57e485db8c17,Lesotho,62,13,970,106,864,2568,35.05,128,5,Current,Low,0.10927835051546392,0.3364485981308411,0,0
6a8242bd-a730-41ec-9bc6-b5dcc5092fb5,Ethiopia,30,100,395,145,250,2745,7.67,43,0,Current,Low,0.3670886075949367,0.09107468123861566,0,0
7d800dce-1db0-4910-a07d-6abf788b3a69,Tanzania,47,38,944,410,534,2710,42.01,89,37,Late,Medium,0.4343220338983051,0.1970479704797048,0,0
44dbaaa1-0aac-4b0e-a5a8-6c9e5256a73b,Ethiopia,49,8,111,32,79,890,11.93,110,0,Current,Low,0.2882882882882883,0.08876404494382023,0,0
bc946276-93c7-4845-bfbd-e5bcebfa8493,Mozambique,24,30,307,136,171,2440,32.97,196,15,Current,Low,0.44299674267100975,0.07008196721311476,0,0
5bb6baa8-101f-45ed-8905-432f4b7188cc,Mozambique,58,21,839,319,520,2753,16.57,36,37,Late,Medium,0.3802145411203814,0.1888848528877588,0,0
9f4ab0e9-5c1b-4ca1-8242-0b41e9e33633,Ethiopia,29,52,218,86,132,1542,39.34,138,45,Late,Medium,0.3944954128440367,0.08560311284046693,0,0
f9cb2925-1141-4490-8848-a799e5904857,DRC,43,59,389,74,315,1347,13.22,77,22,Current,Low,0.19023136246786632,0.23385300668151449,0,0
caf1eb48-1cc0-44dd-be4b-ba57b36c2535,Ethiopia,26,7,1009,70,939,181,49.2,99,32,Late,Medium,0.06937561942517344,5.1878453038674035,0,0
4730ccfd-6c88-472d-a090-55339dc86e24,DRC,58,28,1123,275,848,208,33.36,46,31,Late,Medium,0.24487978628673196,4.076923076923077,0,0
aa3fbe08-6671-42e5-94b5-41592d7e88f7,Tanzania,36,44,804,262,542,1066,24.01,101,19,Current,Low,0.32587064676616917,0.5084427767354597,0,0
78ca568a-3d5d-4a35-9f8b-9072ac700bd5,Egypt,32,85,1084,178,906,1467,35.91,22,0,Current,Low,0.16420664206642066,0.6175869120654397,0,0
