customer_id,market,age,tenure_months,device_price_usd,deposit_paid_usd,loan_amount_usd,monthly_income_proxy,data_usage_gb,mobile_money_txn_count,days_past_due,repayment_status,risk_segment
a1aefffb-2deb-4339-b62a-127ac9b8055c,Lesotho,63,72,240,289,-49,661,15.93,102,8,Current,Low
41b3ae9d-47cb-4346-bacb-bfd4c6b73de3,DRC,22,44,830,215,615,166,37.15,148,0,Current,Low
37521060-aed2-413c-9596-1f51d04cfd16,Lesotho,48,76,1097,224,873,1974,49.52,28,0,Current,Low
233f2cc1-ac12-435c-b37d-7f4fe0aa95ad,South Africa,47,79,86,14,72,1967,19.91,101,0,Current,Low
cee2c02d-fc26-44c1-a20b-ce3085f95ca2,Mozambique,53,118,334,210,124,1325,29.57,30,0,Current,Low
a9de4243-f043-427e-acb5-891405699b2f,Egypt,50,77,553,276,277,234,44.56,113,47,Late,Medium
1e1d2f96-9019-4bf9-9ba3-758811233fc0,Ethiopia,24,38,996,271,725,1064,19.8,90,12,Current,Low
62308d1b-e76a-4571-9f30-fae0af966d4a,Lesotho,65,119,606,32,574,646,37.95,159,4,Current,Low
78a2f73c-aac1-4552-a7b5-7d0e9dd34e57,Tanzania,24,33,437,120,317,1123,34.15,192,25,Current,Low
2051ea83-97cd-4c3e-9f33-50bac2a6d1a7,Lesotho,25,23,102,237,-135,290,28.69,114,25,Current,Low
b5197c89-4f79-4f34-b03d-a7838cb08411,Lesotho,47,107,135,256,-121,558,18.21,178,13,Current,Low
9cd63124-c41f-4975-83ed-95245b58b2d6,South Africa,41,96,205,289,-84,746,15.33,27,0,Current,Low
52d49ec3-877a-44d7-b7be-0b1c99db7f7e,South Africa,27,76,361,24,337,2174,1.25,98,24,Current,Low
56a7cf1b-dd7d-4a55-a018-105e456a647d,Tanzania,50,90,828,159,669,2845,3.33,27,35,Late,Medium
b28028c0-7042-406d-a70c-91280861892a,Egypt,20,59,245,23,222,310,28.99,20,42,Late,Medium
81e926b3-8786-42e4-b499-096c263699cb,Tanzania,21,7,668,50,618,1513,10.63,134,7,Current,Low
2eb10c6b-5519-4ce1-9076-0fda65013cd6,DRC,53,43,194,23,171,909,28.57,175,0,Current,Low
a11c9021-0cb1-4417-97aa-00da83bdd713,Egypt,37,53,357,257,100,2931,45.27,83,42,Late,Medium
41985b58-4b24-49a5-9475-65884451c31b,Tanzania,25,89,653,215,438,464,19.73,91,0,Current,Low
dfaf6e93-60b3-4aed-9298-389989368d2e,DRC,54,57,828,90,738,902,10.62,39,63,Default,High
0b018a3a-3694-4f70-94b9-f4ec6e69cfb1,Kenya,35,16,240,215,25,1952,38.03,135,0,Current,Low
ad293878-f7d5-43e3-b342-8cb45decad86,Kenya,21,78,323,274,49,650,27.23,172,28,Current,Low
39a8691c-0b07-4e51-a9e8-c65bdeb7dcc2,Mozambique,38,26,72,262,-190,2291,11.11,130,9,Current,Low
16a05d20-a5dd-4ef2-8d6c-2326985b285f,Ethiopia,28,25,281,176,105,1114,41.36,29,50,Late,Medium
3b3ef0a3-9e9e-4b76-8044-e123e3e78657,Tanzania,62,9,570,284,286,734,33.86,38,19,Current,Low
695b6deb-1306-459d-9b1e-e534061689a4,DRC,36,58,1007,259,748,2349,41.31,99,0,Current,Low
92a8197f-eea9-437b-a80b-a3d6a6d370d8,DRC,64,110,509,272,237,2019,29.3,39,18,Current,Low
a36a7f8b-0de6-4f82-9fa5-fe6b261915b0,DRC,40,103,705,38,667,2444,38.5,196,0,Current,Low
0eed5393-8500-4fed-8ee4-c62b173f52b8,Mozambique,62,63,882,244,638,2714,45.67,147,0,Current,Low
40e6b911-9d7f-4ec8-bc52-31bae4c356b6,DRC,28,101,139,184,-45,2120,29.82,133,18,Current,Low
1746bafa-3f3f-4ca3-9029-c7bcc4066b1f,Lesotho,34,78,507,70,437,617,14.86,172,11,Current,Low
bc870bbc-8343-47b8-bccb-e3f51b9f1021,Kenya,55,55,140,259,-119,2664,40.52,156,44,Late,Medium
01453dd6-c8c8-4eb6-b1be-f38f737aa609,DRC,38,55,1198,267,931,926,48.23,33,6,Current,Low
15c63d6e-df17-4a08-9957-e045f34cf5de,DRC,64,47,1012,29,983,1462,19.37,200,1,Current,Low
fb210010-36da-435b-a86a-821b469e3b4c,DRC,38,66,202,237,-35,1972,42.0,42,39,Late,Medium
11fec094-ffed-4c18-9f70-b82949e3c3ef,Tanzania,30,70,931,29,902,1065,20.16,27,0,Current,Low
d4d30f85-6210-42f7-85a1-11f05bc0f17f,Mozambique,21,47,790,135,655,1991,42.24,89,0,Current,Low
0f23f8ee-81a5-497e-8f12-227b496440d0,Tanzania,51,38,711,53,658,1210,29.29,13,42,Late,Medium
c000b2ec-69e4-4de2-924d-bbd7f4c7960b,Lesotho,29,92,629,109,520,2277,30.18,198,28,Current,Low
e7ba7e9a-279f-4602-a2e1-34c2126ee0ef,Kenya,31,48,583,126,457,1275,5.82,193,25,Current,Low
fb505c46-7e4f-4a31-b19c-6523a817863d,Egypt,25,94,203,258,-55,2688,4.18,193,36,Late,Medium
aed42e69-bc07-4d0c-8c1e-ec1ff466dc9f,Kenya,28,62,955,195,760,2358,10.89,52,24,Current,Low
cc8dce02-d131-4d0d-a133-b98b4527bedb,Egypt,37,90,994,120,874,2328,47.61,134,0,Current,Low
bb128b5e-dede-4520-868d-a3fff77640f9,Ethiopia,45,42,782,134,648,1024,6.71,73,33,Late,Medium
6a0a04cb-b0e0-461c-98fb-614155cdb6f2,Tanzania,65,67,238,165,73,513,43.88,106,21,Current,Low
5149d76a-3248-48a6-9f7a-4a2150c1e9b0,Lesotho,40,119,730,89,641,1163,2.49,89,35,Late,Medium
7c1e6ba9-d491-4865-88ac-6d385b397fba,DRC,60,48,1083,295,788,2389,23.99,82,38,Late,Medium
22681359-7bd9-4616-be84-0d19a36658a9,Ethiopia,18,87,604,174,430,2096,33.76,181,18,Current,Low
f75dfb51-a7ee-40fb-aecd-e5035f66cc05,South Africa,63,40,289,152,137,1328,1.63,96,23,Current,Low
5f3045fc-ba75-4b2e-98eb-40e848a95a7a,Kenya,34,108,481,23,458,1767,31.61,190,0,Current,Low
81837f76-bea3-4469-8c90-95f626a06e77,South Africa,24,54,169,157,12,1172,38.84,179,0,Current,Low
9d8483d4-d7ae-4d6e-9665-58085bd9d017,DRC,40,76,736,153,583,1114,44.32,75,0,Current,Low
7dd245f9-3b01-4297-bfcf-cd25d2da7db8,Mozambique,59,82,888,15,873,1927,16.69,162,5,Current,Low
9f900c84-9ae8-4c76-824f-ec9b638db972,Kenya,64,24,386,72,314,1197,40.33,198,6,Current,Low
43c969f7-7110-4769-afc8-cb0159d3bb16,Mozambique,59,102,589,14,575,691,25.67,19,3,Current,Low
93af9256-204b-45cc-a83f-446139396758,Tanzania,25,3,248,88,160,1911,24.28,108,24,Current,Low
a4bf985a-484f-413e-9b20-8cb8c87dda50,Tanzania,40,8,1052,91,961,1114,31.34,86,14,Current,Low
4fb80a2b-d7c5-48f0-a2ef-2f76fbb40b0e,Kenya,51,72,463,267,196,2957,19.92,174,0,Current,Low
659e3a95-bc8d-4441-b713-73809c61aa96,Tanzania,46,63,128,152,-24,1887,2.16,77,0,Current,Low
eb9c81b4-3ce8-4ff6-8a0b-2a029ae407c9,DRC,22,112,1190,221,969,2436,29.39,69,27,Current,Low
b46829e5-9eae-4616-b3c9-15c2d38824c8,Ethiopia,35,90,361,159,202,641,46.83,187,21,Current,Low
e180ba71-d083-439c-a45b-c628193cb75d,South Africa,49,94,741,127,614,1402,40.34,161,4,Current,Low
1e8b568e-e6e4-4bd3-87e1-835b2ad3e4b4,Mozambique,32,45,924,142,782,490,17.39,32,21,Current,Low
c1a7bc33-a723-4424-8f57-a0956d2a19b2,South Africa,30,102,584,188,396,649,39.17,106,17,Current,Low
f96b08c9-274b-4fa9-b1f4-ff72b3fd70ff,Ethiopia,51,86,347,248,99,559,0.57,160,24,Current,Low
725c6d58-feb3-4c34-9237-c1a024d89e8c,DRC,18,60,1148,108,1040,2818,3.63,142,0,Current,Low
b28dbb97-4461-4751-8943-cf0ee9e8336c,Mozambique,31,100,848,144,704,2860,48.05,30,30,Current,Low
adc50ee0-2f26-4e24-9717-ca4c725e02ce,South Africa,57,4,1135,117,1018,871,45.8,130,8,Current,Low
e6e7061d-a7cc-4d9d-bec8-6db05f86d885,Mozambique,39,77,619,285,334,972,45.09,12,0,Current,Low
1011e010-03f5-4636-877f-123bccb00584,Tanzania,35,83,992,139,853,407,30.72,138,18,Current,Low
0fbcb835-e4f5-44cc-a5cf-73b9bc42fb96,South Africa,28,100,83,289,-206,2511,1.2,109,37,Late,Medium
8ecca80a-3550-45f2-916b-b25b7f74d2a1,South Africa,33,3,182,196,-14,2385,28.1,192,0,Current,Low
7ac535fe-604d-4130-ae4e-cd9d26909c8f,Egypt,38,63,353,149,204,2685,44.12,46,16,Current,Low
d36463b4-394b-4ab0-adbd-44d66377f646,Lesotho,34,102,890,262,628,1115,34.13,15,13,Current,Low
683fedd0-4259-4872-9d58-fb1a8ef179be,Tanzania,63,67,159,212,-53,1150,0.61,125,22,Current,Low
ec7a6724-3b34-4bbc-9983-c1aee9d02c0a,Ethiopia,56,63,363,113,250,1088,14.33,195,0,Current,Low
ebed88da-98aa-4bb2-94da-b16b1c4ed3ba,Egypt,41,109,782,163,619,1464,33.31,147,0,Current,Low
4c776fd0-3ab5-4174-99bd-4903793b11db,Lesotho,43,75,257,207,50,1262,22.54,61,0,Current,Low
23c93df5-18ca-4771-b0a7-84bbf11664bb,South Africa,65,67,457,171,286,340,17.93,9,33,Late,Medium
175f706b-bb04-46f3-8be1-ad32f62bea20,Lesotho,57,43,1058,67,991,861,40.76,39,22,Current,Low
fbd5219b-d377-42a2-a586-9ad772945749,Kenya,19,64,945,27,918,619,24.7,131,29,Current,Low
77c8de91-0361-406b-b84a-f3d3e8f1108b,Ethiopia,29,36,1107,42,1065,1023,22.47,4,0,Current,Low
1a653731-cbcd-4f67-9b90-b0f5a03aed35,Egypt,57,100,628,240,388,1550,7.54,185,0,Current,Low
6392ccd3-14c5-42a1-9f52-f66e15c4902f,South Africa,32,34,175,221,-46,2503,9.8,173,14,Current,Low
9be4244c-4427-41f4-8f3b-e824865f7a4b,Tanzania,27,22,1160,216,944,162,27.87,69,9,Current,Low
aba4e760-0fb6-4c06-9075-cd9da559d67d,Kenya,61,114,1124,219,905,1238,36.1,82,15,Current,Low
67bdc359-fdc4-4784-ac7e-5c92a3b6e1ac,Mozambique,22,54,692,130,562,2111,42.43,72,40,Late,Medium
821c93ca-272a-44ce-99a9-8207a751ffbb,Ethiopia,23,95,768,254,514,2851,29.85,10,0,Current,Low
94ca1ae3-24c8-4ad3-87e7-2bd0776ae249,Ethiopia,33,14,321,197,124,2756,46.57,192,0,Current,Low
529dee77-0161-401e-85da-045dd6b1a763,Kenya,23,16,810,204,606,2780,15.52,45,6,Current,Low
23367ecc-c2fb-469a-92f7-0f43029c3c20,Tanzania,39,20,765,241,524,241,26.59,20,0,Current,Low
be725ec8-d5ae-4b16-87a5-c98c7c4a1a58,DRC,34,1,611,253,358,2011,49.14,146,33,Late,Medium
dadefd54-3dee-4c01-9b8e-6d73c8ac5311,Egypt,50,50,605,104,501,2000,6.29,57,15,Current,Low
42e775ab-2ca4-45b2-8877-a820fb953018,South Africa,29,118,406,287,119,1725,31.92,55,0,Current,Low
21c71f12-a0a6-40de-9e00-f4a4ad003599,Lesotho,34,32,962,232,730,1320,38.46,125,27,Current,Low
d3796fe9-2ed3-468b-a844-8aa20ad6121c,Lesotho,62,47,557,236,321,2986,20.13,107,18,Current,Low
ab96c202-1f40-43ea-958c-56a9c52a93f0,Kenya,34,41,71,59,12,2402,14.49,74,35,Late,Medium
217ea349-4d53-4288-a168-4358fb666d7f,Kenya,37,1,881,172,709,1719,27.87,148,38,Late,Medium
156a9c45-ce90-440a-a1e3-7ef7f72f03cb,South Africa,53,74,934,202,732,2995,1.68,71,11,Current,Low
4811fa20-9de3-42e4-be88-0195415541c9,DRC,21,65,1148,287,861,784,42.26,152,10,Current,Low
a4983b05-9fe5-493e-9bbf-7cb0ae1fc821,Egypt,56,5,787,172,615,476,34.72,64,42,Late,Medium
9083bb0c-ea8a-445d-be9e-2c9b15005e94,Ethiopia,47,119,1103,162,941,2146,13.56,25,35,Late,Medium
2753111e-ae12-4b34-b68e-c38def154e61,Egypt,27,108,241,56,185,1615,25.6,112,0,Current,Low
70ff78c0-757a-4d58-b9c5-053fceb63456,Ethiopia,39,54,999,18,981,2964,30.69,153,6,Current,Low
efe29e4d-2e98-4223-aa48-a99db6cf11f8,Ethiopia,44,30,829,58,771,1851,8.81,118,28,Current,Low
c8af9fb3-b316-4d45-aba6-6d8ebf30c336,Lesotho,19,43,1106,142,964,655,24.94,108,0,Current,Low
68840935-e8e1-44a1-9d56-675b1deeec1e,Tanzania,19,72,1095,254,841,2492,35.46,27,56,Late,Medium
7022501a-c3c1-4fef-8795-70dc1693f3c2,Tanzania,55,118,691,70,621,869,31.35,20,27,Current,Low
869b58f3-4d61-4157-be98-4df3e775081c,Ethiopia,49,118,914,144,770,2620,45.77,101,23,Current,Low
73ff0feb-0ec5-4345-b1ac-939a91effd00,Kenya,48,35,792,30,762,813,16.01,147,33,Late,Medium
68b45369-2c8d-4473-aeaf-b2cf4b30329a,Lesotho,38,26,801,64,737,2862,28.9,149,41,Late,Medium
b5d3f652-e179-4a0d-adb9-97b0e59136b7,Egypt,19,28,651,167,484,2990,48.97,96,9,Current,Low
45cc49f4-15e5-4723-b77d-019612c5cf6f,DRC,53,5,376,288,88,2757,13.45,75,3,Current,Low
19c408bd-9fff-4271-9de4-05a0b7fe087e,Kenya,53,15,1078,22,1056,1579,28.46,72,33,Late,Medium
87d28ea4-351e-4a67-a7f6-fd73fb6150a2,Tanzania,63,37,1134,6,1128,2560,39.25,174,0,Current,Low
3a0e0b9d-75db-49d5-aa99-9b67ddb5328f,Lesotho,34,61,335,21,314,1169,18.43,19,0,Current,Low
6aa69bab-cdb2-4da3-a79d-b44e86d9698b,DRC,58,10,606,237,369,557,39.1,132,25,Current,Low
5cd7114d-8998-431b-8fe7-5ee7d6585d51,Mozambique,43,12,149,267,-118,1885,30.83,144,0,Current,Low
3fa56720-d2fc-4b2e-ae3c-1357a4041383,Mozambique,38,68,293,14,279,2927,39.05,175,0,Current,Low
eed204ec-a49c-428c-b6ad-773d1d185986,Egypt,42,34,168,177,-9,312,27.36,146,0,Current,Low
7f7f2df2-8ba6-4f64-ba54-2e2542de94b3,South Africa,53,103,714,38,676,932,37.67,114,3,Current,Low
72749d6d-d563-463f-acb8-f07067473b4f,Ethiopia,33,43,158,187,-29,1115,4.9,133,36,Late,Medium
9b05a4d0-1d87-4983-890b-99ef5e952278,Kenya,63,34,346,146,200,1379,25.72,8,61,Default,High
b198c59d-b603-463b-9ef7-f80e5cc06e65,Mozambique,23,25,849,29,820,1543,16.28,56,0,Current,Low
3ba434be-6ac4-4670-81a8-eecbbc13c533,South Africa,63,32,650,261,389,841,20.7,13,12,Current,Low
0024b739-593d-41ec-a9a5-88b791227b44,Ethiopia,19,71,1146,122,1024,1077,42.79,3,35,Late,Medium
6ae7cee9-e270-4775-b230-37ef2a176f1e,Mozambique,23,79,480,155,325,717,3.3,77,32,Late,Medium
a7ee8bf1-fcde-4db7-9e15-ad14bc961308,South Africa,51,45,498,264,234,607,6.98,32,8,Current,Low
4260b780-c103-4b76-9045-05a42edc98e5,Ethiopia,28,43,1107,244,863,776,43.18,158,24,Current,Low
eb936f79-5698-4fee-9502-5f4724175a86,Lesotho,52,6,775,6,769,2437,45.12,141,0,Current,Low
372dacbf-8e27-40ee-a332-a1e37054e36c,Egypt,29,52,281,157,124,165,13.46,59,12,Current,Low
1f4db4c9-4c95-4cfa-9703-d3bd9f5938e8,Mozambique,30,106,489,66,423,1600,20.92,120,29,Current,Low
07be0ca5-171f-4a53-946f-a915d66e5f93,Kenya,55,94,531,66,465,2427,30.15,4,13,Current,Low
c466f230-a50d-4626-90df-750561760a37,Tanzania,43,105,151,95,56,2326,32.43,36,0,Current,Low
83bac5bb-ac0c-4297-ab37-b75fb8140200,Lesotho,53,50,998,50,948,615,14.93,58,0,Current,Low
f8814a95-3880-4956-9482-97bd5ccc199d,Lesotho,36,86,719,14,705,669,32.76,130,25,Current,Low
2b87a02f-eb8c-4f5d-ac1a-fa4106f9848f,Tanzania,45,119,218,68,150,2557,32.03,51,16,Current,Low
0c6181cc-2c15-47a7-a9c4-d2210344f077,DRC,36,108,86,229,-143,961,17.98,94,0,Current,Low
f9f6308a-cb27-4208-a29d-df14893549cc,Lesotho,47,50,117,34,83,1860,33.36,198,33,Late,Medium
9ef4ade6-c7b8-422f-a54d-b2a94a7e6e0a,Lesotho,21,118,687,247,440,2496,18.7,153,1,Current,Low
5ea48a31-3389-4034-aca6-f7e3c8866167,Ethiopia,33,83,1187,67,1120,572,23.34,16,0,Current,Low
a0fdbc72-70f2-4342-aaf7-eb109cd5c01c,Egypt,25,62,52,260,-208,115,4.55,174,0,Current,Low
00793db7-9a6e-48b3-bb9d-c8decf2c1456,DRC,52,23,1089,13,1076,1180,30.91,15,0,Current,Low
8dafd9c9-dfa9-407d-904c-a9632d59c98c,Kenya,57,84,871,126,745,2250,22.34,7,0,Current,Low
f677d4aa-96a0-4efe-ba5b-f18936042699,Tanzania,22,110,502,240,262,639,33.16,92,24,Current,Low
d51270b9-889b-4864-85c3-a5171272f0cb,Lesotho,41,51,440,156,284,1603,25.6,102,23,Current,Low
96da5778-e19b-4ae1-9d44-76786ef5d3e6,DRC,19,70,1001,117,884,2099,45.94,102,15,Current,Low
6bd30b62-b731-407b-bf33-033cf3e18e74,Mozambique,48,28,671,286,385,1553,7.18,55,0,Current,Low
b2541d53-1a89-40b4-ac6a-a8eb1917d841,South Africa,24,12,421,73,348,2297,37.76,138,12,Current,Low
d1e71132-d1a0-4b4a-9a03-f8e7a77ccd25,Kenya,56,29,165,246,-81,2017,15.89,105,9,Current,Low
59500b52-7d5c-4511-8e8b-999b4b29100a,Mozambique,46,47,536,127,409,2550,35.43,8,41,Late,Medium
136138b6-3824-430f-8dc2-1f7dea044567,Egypt,44,17,1076,1,1075,2418,38.34,96,0,Current,Low
830f2a47-cd37-4c8e-b46b-b27945506e09,Lesotho,65,52,771,62,709,698,33.54,125,36,Late,Medium
00d0b089-f9fc-4d87-b3f1-90094d92301b,South Africa,46,1,1189,131,1058,120,34.36,185,41,Late,Medium
30b2be51-cd4e-4b8c-8f32-f06fe51db248,Lesotho,60,18,529,97,432,1318,47.26,4,12,Current,Low
cdcd35f6-bbad-4b54-a4cc-fa005e976cbb,Egypt,35,33,1114,28,1086,2867,25.71,18,0,Current,Low
3a10afcc-c1dd-42d2-b64b-b9a632235947,DRC,29,102,685,71,614,2139,23.35,153,37,Late,Medium
6192933b-6950-4e06-b09d-76ba0aac2c8e,Ethiopia,35,40,537,201,336,248,11.58,63,9,Current,Low
da1c8169-120a-4d3d-9ff6-690f8c45c57e,Lesotho,53,16,152,96,56,587,10.83,186,14,Current,Low
40f20960-7c05-444c-820a-dd57941c36e1,Ethiopia,45,80,361,138,223,2567,33.6,87,29,Current,Low
97db3c8e-558c-485f-a2eb-6d58d49b14f8,Tanzania,27,49,1056,270,786,2459,18.82,118,44,Late,Medium
4d1b0278-b19a-40c9-9e62-b8aaa4b1ba36,Egypt,19,49,1117,206,911,2914,42.11,199,17,Current,Low
4cd4d2c7-0bb7-4f3d-a1f2-3e8a12ef926c,South Africa,42,17,508,216,292,1740,18.8,90,24,Current,Low
4d2fec35-a9d9-4669-999e-5e6b366a874b,DRC,34,119,1140,73,1067,1330,17.86,142,30,Current,Low
7ad71e73-cd53-4b85-8544-bc763f37d445,Ethiopia,32,42,785,231,554,2105,23.42,158,14,Current,Low
041d33eb-b671-450b-abac-75422dd4b71b,South Africa,59,50,1174,47,1127,1157,17.24,22,20,Current,Low
862b8695-8002-4a33-8bac-79a33ca91c1d,South Africa,30,111,862,59,803,1179,16.38,59,33,Late,Medium
4de6f02e-374b-4bde-badb-4c16f78bfee0,Kenya,34,105,879,110,769,466,17.83,32,0,Current,Low
9ab1be21-c4d6-42a8-957c-05c8a18abb05,South Africa,36,112,288,277,11,1863,19.99,13,34,Late,Medium
82a08c30-6859-4348-8439-755175e8e456,Ethiopia,36,38,1007,163,844,1893,25.44,177,22,Current,Low
27933e3d-0a8c-465f-89fe-d9c66bbf99ca,Mozambique,48,19,55,289,-234,1431,11.41,132,0,Current,Low
6fd73c15-f699-449b-b3e3-d65372f25a97,Kenya,38,63,808,84,724,512,45.75,21,13,Current,Low
dd9d2ced-9537-4270-98a3-aad18641c472,Lesotho,47,85,227,284,-57,1397,23.36,34,17,Current,Low
7711bdc4-06dc-404f-9401-11db42c4d380,Ethiopia,45,84,544,165,379,2652,2.23,175,18,Current,Low
c26d2568-74db-4618-ab86-7a63647f2442,Ethiopia,41,88,1134,55,1079,1674,43.28,6,30,Current,Low
69448644-d77b-48e2-b625-4338e32713ce,Kenya,32,11,619,41,578,808,29.74,174,19,Current,Low
ed2fff71-3704-4a64-a4f3-06bd4c2e0cb5,Lesotho,54,118,891,173,718,2668,38.18,199,25,Current,Low
bbff8016-49a7-455d-b433-2a0acfc3bf3b,Kenya,34,65,158,102,56,2087,9.75,97,10,Current,Low
b2b57b5d-18fd-49f4-8e76-62b22df97339,Ethiopia,56,2,745,200,545,613,6.98,138,17,Current,Low
de7f6d54-567f-4bca-84e7-1010fba0903b,Tanzania,56,117,920,172,748,402,40.48,148,19,Current,Low
bda2a90f-452b-4bce-9975-f287413e36ac,Egypt,36,4,149,295,-146,1287,5.58,169,20,Current,Low
2ad0a00e-4c23-4a88-8be2-c397ebfbd966,Ethiopia,41,65,537,164,373,1025,32.83,154,6,Current,Low
02cb33fb-44c8-48e1-8dd0-b1b6aa3731b9,Tanzania,64,51,599,57,542,1151,7.66,113,30,Current,Low
3053330b-d1d6-4fcd-a34d-e58775a89248,Kenya,27,3,408,184,224,2761,19.68,140,3,Current,Low
5bc186a8-9c17-4052-86da-d869cc2bb7d2,South Africa,26,4,227,137,90,944,28.51,143,0,Current,Low
